cve_id,cve_description,clean_cve_text
CVE-2020-3580,"Multiple vulnerabilities in the web services interface of Cisco Adaptive Security Appliance (ASA) Software and Cisco Firepower Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to conduct cross-site scripting (XSS) attacks against a user of the web services interface of an affected device. The vulnerabilities are due to insufficient validation of user-supplied input by the web services interface of an affected device. An attacker could exploit these vulnerabilities by persuading a user of the interface to click a crafted link. A successful exploit could allow the attacker to execute arbitrary script code in the context of the interface or allow the attacker to access sensitive, browser-based information. Note: These vulnerabilities affect only specific AnyConnect and WebVPN configurations. For more information, see the Vulnerable Products section.",multiple vulnerabilities in the web services interface of cisco adaptive security appliance asa software and cisco firepower threat defense ftd software could allow an unauthenticated remote attacker to conduct cross site scripting xss attacks against a user of the web services interface of an affected device the vulnerabilities are due to insufficient validation of user supplied input by the web services interface of an affected device an attacker could exploit these vulnerabilities by persuading a user of the interface to click a crafted link a successful exploit could allow the attacker to execute arbitrary script code in the context of the interface or allow the attacker to access sensitive browser based information note these vulnerabilities affect only specific anyconnect and webvpn configurations for more information see the vulnerable products section
CVE-2020-9054,"Multiple ZyXEL network-attached storage (NAS) devices running firmware version 5.21 contain a pre-authentication command injection vulnerability, which may allow a remote, unauthenticated attacker to execute arbitrary code on a vulnerable device. ZyXEL NAS devices achieve authentication by using the weblogin.cgi CGI executable. This program fails to properly sanitize the username parameter that is passed to it. If the username parameter contains certain characters, it can allow command injection with the privileges of the web server that runs on the ZyXEL device. Although the web server does not run as the root user, ZyXEL devices include a setuid utility that can be leveraged to run any command with root privileges. As such, it should be assumed that exploitation of this vulnerability can lead to remote code execution with root privileges. By sending a specially-crafted HTTP POST or GET request to a vulnerable ZyXEL device, a remote, unauthenticated attacker may be able to execute arbitrary code on the device. This may happen by directly connecting to a device if it is directly exposed to an attacker. However, there are ways to trigger such crafted requests even if an attacker does not have direct connectivity to a vulnerable devices. For example, simply visiting a website can result in the compromise of any ZyXEL device that is reachable from the client system. Affected products include: NAS326 before firmware V5.21(AAZF.7)C0 NAS520 before firmware V5.21(AASZ.3)C0 NAS540 before firmware V5.21(AATB.4)C0 NAS542 before firmware V5.21(ABAG.4)C0 ZyXEL has made firmware updates available for NAS326, NAS520, NAS540, and NAS542 devices. Affected models that are end-of-support: NSA210, NSA220, NSA220+, NSA221, NSA310, NSA310S, NSA320, NSA320S, NSA325 and NSA325v2",multiple zyxel network attached storage nas devices running firmware version 5 21 contain a pre authentication command injection vulnerability which may allow a remote unauthenticated attacker to execute arbitrary code on a vulnerable device zyxel nas devices achieve authentication by using the weblogin cgi cgi executable this program fails to properly sanitize the username parameter that is passed to it if the username parameter contains certain characters it can allow command injection with the privileges of the web server that runs on the zyxel device although the web server does not run as the root user zyxel devices include a setuid utility that can be leveraged to run any command with root privileges as such it should be assumed that exploitation of this vulnerability can lead to remote code execution with root privileges by sending a specially crafted http post or get request to a vulnerable zyxel device a remote unauthenticated attacker may be able to execute arbitrary code on the device this may happen by directly connecting to a device if it is directly exposed to an attacker however there are ways to trigger such crafted requests even if an attacker does not have direct connectivity to a vulnerable devices for example simply visiting a website can result in the compromise of any zyxel device that is reachable from the client system affected products include nas326 before firmware v5 21 aazf 7 c0 nas520 before firmware v5 21 aasz 3 c0 nas540 before firmware v5 21 aatb 4 c0 nas542 before firmware v5 21 abag 4 c0 zyxel has made firmware updates available for nas326 nas520 nas540 and nas542 devices affected models that are end of support nsa210 nsa220 nsa220 nsa221 nsa310 nsa310s nsa320 nsa320s nsa325 and nsa325v2
CVE-2021-21220,Insufficient validation of untrusted input in V8 in Google Chrome prior to 89.0.4389.128 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,insufficient validation of untrusted input in v8 in google chrome prior to 89 0 4389 128 allowed a remote attacker to potentially exploit heap corruption via a crafted html page
CVE-2021-22205,An issue has been discovered in GitLab CE/EE affecting all versions starting from 11.9. GitLab was not properly validating image files that were passed to a file parser which resulted in a remote command execution.,an issue has been discovered in gitlab ce ee affecting all versions starting from 11 9 gitlab was not properly validating image files that were passed to a file parser which resulted in a remote command execution
CVE-2021-30663,"An integer overflow was addressed with improved input validation. This issue is fixed in iOS 14.5.1 and iPadOS 14.5.1, tvOS 14.6, iOS 12.5.3, Safari 14.1.1, macOS Big Sur 11.3.1. Processing maliciously crafted web content may lead to arbitrary code execution.",an integer overflow was addressed with improved input validation this issue is fixed in ios 14 5 1 and ipados 14 5 1 tvos 14 6 ios 12 5 3 safari 14 1 1 macos big sur 11 3 1 processing maliciously crafted web content may lead to arbitrary code execution
CVE-2021-30860,"An integer overflow was addressed with improved input validation. This issue is fixed in Security Update 2021-005 Catalina, iOS 14.8 and iPadOS 14.8, macOS Big Sur 11.6, watchOS 7.6.2. Processing a maliciously crafted PDF may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited.",an integer overflow was addressed with improved input validation this issue is fixed in security update 2021 005 catalina ios 14 8 and ipados 14 8 macos big sur 11 6 watchos 7 6 2 processing a maliciously crafted pdf may lead to arbitrary code execution apple is aware of a report that this issue may have been actively exploited
CVE-2021-37147,Improper input validation vulnerability in header parsing of Apache Traffic Server allows an attacker to smuggle requests. This issue affects Apache Traffic Server 8.0.0 to 8.1.2 and 9.0.0 to 9.1.0.,improper input validation vulnerability in header parsing of apache traffic server allows an attacker to smuggle requests this issue affects apache traffic server 8 0 0 to 8 1 2 and 9 0 0 to 9 1 0
CVE-2022-45918,ILIAS before 7.16 allows External Control of File Name or Path.,ilias before 7 16 allows external control of file name or path
CVE-2000-0101,The Make-a-Store OrderPage shopping cart application allows remote users to modify sensitive purchase information via hidden form fields.,the make a store orderpage shopping cart application allows remote users to modify sensitive purchase information via hidden form fields
CVE-2000-0254,"The dansie shopping cart application cart.pl allows remote attackers to obtain the shopping cart database and configuration information via a URL that references either the env, db, or vars form variables.",the dansie shopping cart application cart pl allows remote attackers to obtain the shopping cart database and configuration information via a url that references either the env db or vars form variables
CVE-2000-0758,The web interface for Lyris List Manager 3 and 4 allows list subscribers to obtain administrative access by modifying the value of the list_admin hidden form field.,the web interface for lyris list manager 3 and 4 allows list subscribers to obtain administrative access by modifying the value of the list admin hidden form field
CVE-2000-0926,"SmartWin CyberOffice Shopping Cart 2 (aka CyberShop) allows remote attackers to modify price information by changing the ""Price"" hidden form variable.",smartwin cyberoffice shopping cart 2 aka cybershop allows remote attackers to modify price information by changing the price hidden form variable
CVE-2000-1234,"violation.php3 in Phorum 3.0.7 allows remote attackers to send e-mails to arbitrary addresses and possibly use Phorum as a ""spam proxy"" by setting the Mod and ForumName parameters.",violation php3 in phorum 3 0 7 allows remote attackers to send e mails to arbitrary addresses and possibly use phorum as a spam proxy by setting the mod and forumname parameters
CVE-2002-0108,Allaire Forums 2.0.4 and 2.0.5 and Forums! 3.0 and 3.1 allows remote authenticated users to spoof messages as other users by modifying the hidden form fields for the name and e-mail address.,allaire forums 2 0 4 and 2 0 5 and forums 3 0 and 3 1 allows remote authenticated users to spoof messages as other users by modifying the hidden form fields for the name and e mail address
CVE-2002-1880,LokwaBB 1.2.2 allows remote attackers to read arbitrary messages by modifying the pmid parameter to pm.php.,lokwabb 1 2 2 allows remote attackers to read arbitrary messages by modifying the pmid parameter to pm php
CVE-2005-1652,message.htm for Woppoware PostMaster 4.2.2 (build 3.2.5) allows remote attackers to bypass authentication by modifying the email parameter.,message htm for woppoware postmaster 4 2 2 build 3 2 5 allows remote attackers to bypass authentication by modifying the email parameter
CVE-2005-1682,"** DISPUTED **  JavaMail API, as used by Solstice Internet Mail Server POP3 2.0, does not properly validate the message number in the MimeMessage constructor in javax.mail.internet.InternetHeaders, which allows remote authenticated users to read other users' e-mail messages by modifying the msgno parameter.  NOTE: Sun disputes this issue, stating ""The report makes references to source code and files that do not exist in the mentioned products.""",disputed javamail api as used by solstice internet mail server pop3 2 0 does not properly validate the message number in the mimemessage constructor in javax mail internet internetheaders which allows remote authenticated users to read other users e mail messages by modifying the msgno parameter note sun disputes this issue stating the report makes references to source code and files that do not exist in the mentioned products
CVE-2005-1784,Hosting Controller 6.1 HotFix 2.0 and earlier allows remote attackers to steal passwords and gain privileges via a modified emailaddress parameter in an updateprofile action for UserProfile.asp.,hosting controller 6 1 hotfix 2 0 and earlier allows remote attackers to steal passwords and gain privileges via a modified emailaddress parameter in an updateprofile action for userprofile asp
CVE-2005-2314,"inc.login.php in PHPsFTPd 0.2 through 0.4 allows remote attackers to obtain the administrator's username and password by setting the do_login parameter and performing an edit action using user.php, which causes the login check to be bypassed and leaks the password in the response.",inc login php in phpsftpd 0 2 through 0 4 allows remote attackers to obtain the administrator s username and password by setting the do login parameter and performing an edit action using user php which causes the login check to be bypassed and leaks the password in the response
CVE-2005-0496,"Arkeia Network Backup Client 5.x contains hard-coded credentials that effectively serve as a back door, which allows remote attackers to access the file system and possibly execute arbitrary commands.",arkeia network backup client 5 x contains hard coded credentials that effectively serve as a back door which allows remote attackers to access the file system and possibly execute arbitrary commands
CVE-2005-3716,"The SNMP daemon in UTStarcom F1000 VOIP WIFI Phone s2.0 running VxWorks 5.5.1 with kernel WIND 2.6 has hard-coded public credentials that cannot be changed, which allows attackers to obtain sensitive information.",the snmp daemon in utstarcom f1000 voip wifi phone s2 0 running vxworks 5 5 1 with kernel wind 2 6 has hard coded public credentials that cannot be changed which allows attackers to obtain sensitive information
CVE-2005-3803,"Cisco IP Phone (VoIP) 7920 1.0(8) contains certain hard-coded (""fixed"") public and private SNMP community strings that cannot be changed, which allows remote attackers to obtain sensitive information.",cisco ip phone voip 7920 1 0 8 contains certain hard coded fixed public and private snmp community strings that cannot be changed which allows remote attackers to obtain sensitive information
CVE-2006-7142,"The centralized management feature for Utimaco Safeguard stores hard-coded cryptographic keys in executable programs for encrypted configuration files, which allows attackers to recover the keys from the configuration files and decrypt the disk drive.",the centralized management feature for utimaco safeguard stores hard coded cryptographic keys in executable programs for encrypted configuration files which allows attackers to recover the keys from the configuration files and decrypt the disk drive
CVE-2008-0961,"EMV DiskXtender 6.20.060 has a hard-coded login and password, which allows remote attackers to bypass authentication via the RPC interface.",emv diskxtender 6 20 060 has a hard coded login and password which allows remote attackers to bypass authentication via the rpc interface
CVE-2008-1160,"ZyXEL ZyWALL 1050 has a hard-coded password for the Quagga and Zebra processes that is not changed when it is set by a user, which allows remote attackers to gain privileges.",zyxel zywall 1050 has a hard coded password for the quagga and zebra processes that is not changed when it is set by a user which allows remote attackers to gain privileges
CVE-2008-2369,"manzier.pxt in Red Hat Network Satellite Server before 5.1.1 has a hard-coded authentication key, which allows remote attackers to connect to the server and obtain sensitive information about user accounts and entitlements.",manzier pxt in red hat network satellite server before 5 1 1 has a hard coded authentication key which allows remote attackers to connect to the server and obtain sensitive information about user accounts and entitlements
CVE-2010-1573,"Linksys WAP54Gv3 firmware 3.04.03 and earlier uses a hard-coded username (Gemtek) and password (gemtekswd) for a debug interface for certain web pages, which allows remote attackers to execute arbitrary commands via the (1) data1, (2) data2, or (3) data3 parameters to (a) Debug_command_page.asp and (b) debug.cgi.",linksys wap54gv3 firmware 3 04 03 and earlier uses a hard coded username gemtek and password gemtekswd for a debug interface for certain web pages which allows remote attackers to execute arbitrary commands via the 1 data1 2 data2 or 3 data3 parameters to a debug command page asp and b debug cgi
CVE-2010-2073,"auth_db_config.py in Pyftpd 0.8.4 contains hard-coded usernames and passwords for the (1) test, (2) user, and (3) roxon accounts, which allows remote attackers to read arbitrary files from the FTP server.",auth db config py in pyftpd 0 8 4 contains hard coded usernames and passwords for the 1 test 2 user and 3 roxon accounts which allows remote attackers to read arbitrary files from the ftp server
CVE-2010-2772,"Siemens Simatic WinCC and PCS 7 SCADA system uses a hard-coded password, which allows local users to access a back-end database and gain privileges, as demonstrated in the wild in July 2010 by the Stuxnet worm, a different vulnerability than CVE-2010-2568.",siemens simatic wincc and pcs 7 scada system uses a hard coded password which allows local users to access a back end database and gain privileges as demonstrated in the wild in july 2010 by the stuxnet worm a different vulnerability than cve 2010 2568
CVE-2012-3503,"The installation script in Katello 1.0 and earlier does not properly generate the Application.config.secret_token value, which causes each default installation to have the same secret token, and allows remote attackers to authenticate to the CloudForms System Engine web interface as an arbitrary user by creating a cookie using the default secret_token.",the installation script in katello 1 0 and earlier does not properly generate the application config secret token value which causes each default installation to have the same secret token and allows remote attackers to authenticate to the cloudforms system engine web interface as an arbitrary user by creating a cookie using the default secret token
CVE-2021-37555,"TX9 Automatic Food Dispenser v3.2.57 devices allow access to a shell as root/superuser, a related issue to CVE-2019-16734. To connect, the telnet service is used on port 23 with the default password of 059AnkJ for the root account. The user can then download the filesystem through preinstalled BusyBox utilities (e.g., tar and nc).",tx9 automatic food dispenser v3 2 57 devices allow access to a shell as root superuser a related issue to cve 2019 16734 to connect the telnet service is used on port 23 with the default password of 059ankj for the root account the user can then download the filesystem through preinstalled busybox utilities e g tar and nc
CVE-2022-29953,"The Bently Nevada 3700 series of condition monitoring equipment through 2022-04-29 has a maintenance interface on port 4001/TCP with undocumented, hardcoded credentials. An attacker capable of connecting to this interface can thus trivially take over its functionality.",the bently nevada 3700 series of condition monitoring equipment through 2022 04 29 has a maintenance interface on port 4001 tcp with undocumented hardcoded credentials an attacker capable of connecting to this interface can thus trivially take over its functionality
CVE-2022-29960,"Emerson OpenBSI through 2022-04-29 uses weak cryptography. It is an engineering environment for the ControlWave and Bristol Babcock line of RTUs. DES with hardcoded cryptographic keys is used for protection of certain system credentials, engineering files, and sensitive utilities.",emerson openbsi through 2022 04 29 uses weak cryptography it is an engineering environment for the controlwave and bristol babcock line of rtus des with hardcoded cryptographic keys is used for protection of certain system credentials engineering files and sensitive utilities
CVE-2022-29964,"The Emerson DeltaV Distributed Control System (DCS) controllers and IO cards through 2022-04-29 misuse passwords. WIOC SSH provides access to a shell as root, DeltaV, or backup via hardcoded credentials. NOTE: this is different from CVE-2014-2350.",the emerson deltav distributed control system dcs controllers and io cards through 2022 04 29 misuse passwords wioc ssh provides access to a shell as root deltav or backup via hardcoded credentials note this is different from cve 2014 2350
CVE-2022-30271,"The Motorola ACE1000 RTU through 2022-05-02 ships with a hardcoded SSH private key and initialization scripts (such as /etc/init.d/sshd_service) only generate a new key if no private-key file exists. Thus, this hardcoded key is likely to be used by default.",the motorola ace1000 rtu through 2022 05 02 ships with a hardcoded ssh private key and initialization scripts such as etc init d sshd service only generate a new key if no private key file exists thus this hardcoded key is likely to be used by default
CVE-2022-30314,"Honeywell Experion PKS Safety Manager 5.02 uses Hard-coded Credentials. According to FSCT-2022-0052, there is a Honeywell Experion PKS Safety Manager hardcoded credentials issue. The affected components are characterized as: POLO bootloader. The potential impact is: Manipulate firmware. The Honeywell Experion PKS Safety Manager utilizes the DCOM-232/485 serial interface for firmware management purposes. When booting, the Safety Manager exposes the Enea POLO bootloader via this interface. Access to the boot configuration is controlled by means of credentials hardcoded in the Safety Manager firmware. The credentials for the bootloader are hardcoded in the firmware. An attacker with access to the serial interface (either through physical access, a compromised EWS or an exposed serial-to-ethernet gateway) can utilize these credentials to control the boot process and manipulate the unauthenticated firmware image (see FSCT-2022-0054).",honeywell experion pks safety manager 5 02 uses hard coded credentials according to fsct 2022 0052 there is a honeywell experion pks safety manager hardcoded credentials issue the affected components are characterized as polo bootloader the potential impact is manipulate firmware the honeywell experion pks safety manager utilizes the dcom 232 485 serial interface for firmware management purposes when booting the safety manager exposes the enea polo bootloader via this interface access to the boot configuration is controlled by means of credentials hardcoded in the safety manager firmware the credentials for the bootloader are hardcoded in the firmware an attacker with access to the serial interface either through physical access a compromised ews or an exposed serial to ethernet gateway can utilize these credentials to control the boot process and manipulate the unauthenticated firmware image see fsct 2022 0054
CVE-2022-30997,"Use of hard-coded credentials vulnerability exists in STARDOM FCN Controller and FCJ Controller R4.10 to R4.31, which may allow an attacker with an administrative privilege to read/change configuration settings or update the controller with tampered firmware.",use of hard coded credentials vulnerability exists in stardom fcn controller and fcj controller r4 10 to r4 31 which may allow an attacker with an administrative privilege to read change configuration settings or update the controller with tampered firmware
CVE-2022-30260,"Emerson DeltaV Distributed Control System (DCS) has insufficient verification of firmware integrity (an inadequate checksum approach, and no signature). This affects versions before 14.3 of DeltaV M-series, DeltaV S-series, DeltaV P-series, DeltaV SIS, and DeltaV CIOC/EIOC/WIOC IO cards.",emerson deltav distributed control system dcs has insufficient verification of firmware integrity an inadequate checksum approach and no signature this affects versions before 14 3 of deltav m series deltav s series deltav p series deltav sis and deltav cioc eioc wioc io cards
CVE-2022-30267,"** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem. When the candidate has been publicized, the details for this candidate will be provided.",reserved this candidate has been reserved by an organization or individual that will use it when announcing a new security problem when the candidate has been publicized the details for this candidate will be provided
CVE-2022-30272,"The Motorola ACE1000 RTU through 2022-05-02 mishandles firmware integrity. It utilizes either the STS software suite or ACE1000 Easy Configurator for performing firmware updates. In case of the Easy Configurator, firmware updates are performed through access to the Web UI where file system, kernel, package, bundle, or application images can be installed. Firmware updates for the Front End Processor (FEP) module are performed via access to the SSH interface (22/TCP), where a .hex file image is transferred and a bootloader script invoked. File system, kernel, package, and bundle updates are supplied as RPM (RPM Package Manager) files while FEP updates are supplied as S-rec files. In all cases, firmware images were found to have no authentication (in the form of firmware signing) and only relied on insecure checksums for regular integrity checks.",the motorola ace1000 rtu through 2022 05 02 mishandles firmware integrity it utilizes either the sts software suite or ace1000 easy configurator for performing firmware updates in case of the easy configurator firmware updates are performed through access to the web ui where file system kernel package bundle or application images can be installed firmware updates for the front end processor fep module are performed via access to the ssh interface 22 tcp where a hex file image is transferred and a bootloader script invoked file system kernel package and bundle updates are supplied as rpm rpm package manager files while fep updates are supplied as s rec files in all cases firmware images were found to have no authentication in the form of firmware signing and only relied on insecure checksums for regular integrity checks
CVE-1999-1077,"Idle locking function in MacOS 9 allows local attackers to bypass the password protection of idled sessions via the programmer's switch or CMD-PWR keyboard sequence, which brings up a debugger that the attacker can use to disable the lock.",idle locking function in macos 9 allows local attackers to bypass the password protection of idled sessions via the programmer s switch or cmd pwr keyboard sequence which brings up a debugger that the attacker can use to disable the lock
CVE-1999-1454,"Macromedia ""The Matrix"" screen saver on Windows 95 with the ""Password protected"" option enabled allows attackers with physical access to the machine to bypass the password prompt by pressing the ESC (Escape) key.",macromedia the matrix screen saver on windows 95 with the password protected option enabled allows attackers with physical access to the machine to bypass the password prompt by pressing the esc escape key
CVE-2000-1179,Netopia ISDN Router 650-ST before 4.3.5 allows remote attackers to read system logs without authentication by directly connecting to the login screen and typing certain control characters.,netopia isdn router 650 st before 4 3 5 allows remote attackers to read system logs without authentication by directly connecting to the login screen and typing certain control characters
CVE-2002-0066,"Funk Software Proxy Host 3.x before 3.09A creates a Named Pipe that does not require authentication and is installed with insecure access control, which allows local and possibly remote users to use the Proxy Host's configuration utilities and gain privileges.",funk software proxy host 3 x before 3 09a creates a named pipe that does not require authentication and is installed with insecure access control which allows local and possibly remote users to use the proxy host s configuration utilities and gain privileges
CVE-2002-0870,"The original patch for the Cisco Content Service Switch 11000 Series authentication bypass vulnerability (CVE-2001-0622) was incomplete, which still allows remote attackers to gain additional privileges by directly requesting the web management URL instead of navigating through the interface, possibly via a variant of the original attack, as identified by Cisco bug ID CSCdw08549.",the original patch for the cisco content service switch 11000 series authentication bypass vulnerability cve 2001 0622 was incomplete which still allows remote attackers to gain additional privileges by directly requesting the web management url instead of navigating through the interface possibly via a variant of the original attack as identified by cisco bug id cscdw08549
CVE-2003-0304,one||zero (aka One or Zero) Helpdesk 1.4 rc4 allows remote attackers to create administrator accounts by directly calling the install.php Helpdesk Installation script.,one zero aka one or zero helpdesk 1 4 rc4 allows remote attackers to create administrator accounts by directly calling the install php helpdesk installation script
CVE-2003-1035,"The default installation of SAP R/3 46C/D allows remote attackers to bypass account locking by using the RFC API instead of the SAPGUI to conduct a brute force password guessing attack, which does not lock out the account like the SAPGUI does.",the default installation of sap r 3 46c d allows remote attackers to bypass account locking by using the rfc api instead of the sapgui to conduct a brute force password guessing attack which does not lock out the account like the sapgui does
CVE-2022-36349,Insecure default variable initialization in BIOS firmware for some Intel(R) NUC Boards and Intel(R) NUC Kits before version MYi30060 may allow an authenticated user to potentially enable denial of service via local access.,insecure default variable initialization in bios firmware for some intel r nuc boards and intel r nuc kits before version myi30060 may allow an authenticated user to potentially enable denial of service via local access
CVE-2022-42467,"When running in prototype mode, the h2 webconsole module (accessible from the Prototype menu) is automatically made available with the ability to directly query the database. It was felt that it is safer to require the developer to explicitly enable this capability. As of 2.0.0-M8, this can now be done using the 'isis.prototyping.h2-console.web-allow-remote-access' configuration property; the web console will be unavailable without setting this configuration. As an additional safeguard, the new 'isis.prototyping.h2-console.generate-random-web-admin-password' configuration parameter (enabled by default) requires that the administrator use a randomly generated password to use the console. The password is printed to the log, as ""webAdminPass: xxx"" (where ""xxx"") is the password. To revert to the original behaviour, the administrator would therefore need to set these configuration parameter: isis.prototyping.h2-console.web-allow-remote-access=true isis.prototyping.h2-console.generate-random-web-admin-password=false Note also that the h2 webconsole is never available in production mode, so these safeguards are only to ensure that the webconsole is secured by default also in prototype mode.",when running in prototype mode the h2 webconsole module accessible from the prototype menu is automatically made available with the ability to directly query the database it was felt that it is safer to require the developer to explicitly enable this capability as of 2 0 0 m8 this can now be done using the isis prototyping h2 console web allow remote access configuration property the web console will be unavailable without setting this configuration as an additional safeguard the new isis prototyping h2 console generate random web admin password configuration parameter enabled by default requires that the administrator use a randomly generated password to use the console the password is printed to the log as webadminpass xxx where xxx is the password to revert to the original behaviour the administrator would therefore need to set these configuration parameter isis prototyping h2 console web allow remote access true isis prototyping h2 console generate random web admin password false note also that the h2 webconsole is never available in production mode so these safeguards are only to ensure that the webconsole is secured by default also in prototype mode
CVE-2005-1036,"FreeBSD 5.x to 5.4 on AMD64 does not properly initialize the IO permission bitmap used to allow user access to certain hardware, which allows local users to bypass intended access restrictions to cause a denial of service, obtain sensitive information, and possibly gain privileges.",freebsd 5 x to 5 4 on amd64 does not properly initialize the io permission bitmap used to allow user access to certain hardware which allows local users to bypass intended access restrictions to cause a denial of service obtain sensitive information and possibly gain privileges
CVE-2020-17533,"Apache Accumulo versions 1.5.0 through 1.10.0 and version 2.0.0 do not properly check the return value of some policy enforcement functions before permitting an authenticated user to perform certain administrative operations. Specifically, the return values of the 'canFlush' and 'canPerformSystemActions' security functions are not checked in some instances, therefore allowing an authenticated user with insufficient permissions to perform the following actions: flushing a table, shutting down Accumulo or an individual tablet server, and setting or removing system-wide Accumulo configuration properties.",apache accumulo versions 1 5 0 through 1 10 0 and version 2 0 0 do not properly check the return value of some policy enforcement functions before permitting an authenticated user to perform certain administrative operations specifically the return values of the canflush and canperformsystemactions security functions are not checked in some instances therefore allowing an authenticated user with insufficient permissions to perform the following actions flushing a table shutting down accumulo or an individual tablet server and setting or removing system wide accumulo configuration properties
CVE-2001-1471,"prefs.php in phpBB 1.4.0 and earlier allows remote authenticated users to execute arbitrary PHP code via an invalid language value, which prevents the variables (1) $l_statsblock in prefs.php or (2) $l_privnotify in auth.php from being properly initialized, which can be modified by the user and later used in an eval statement.",prefs php in phpbb 1 4 0 and earlier allows remote authenticated users to execute arbitrary php code via an invalid language value which prevents the variables 1 l statsblock in prefs php or 2 l privnotify in auth php from being properly initialized which can be modified by the user and later used in an eval statement
CVE-2002-0495,"csSearch.cgi in csSearch 2.3 and earlier allows remote attackers to execute arbitrary Perl code via the savesetup command and the setup parameter, which overwrites the setup.cgi configuration file that is loaded by csSearch.cgi.",cssearch cgi in cssearch 2 3 and earlier allows remote attackers to execute arbitrary perl code via the savesetup command and the setup parameter which overwrites the setup cgi configuration file that is loaded by cssearch cgi
CVE-2002-1750,"csGuestbook.cgi in CGISCRIPT.NET csGuestbook 1.0 allows remote attackers to execute arbitrary Perl code via the setup parameter, which is processed by the Perl eval function.",csguestbook cgi in cgiscript net csguestbook 1 0 allows remote attackers to execute arbitrary perl code via the setup parameter which is processed by the perl eval function
CVE-2002-1752,"csChatRBox.cgi in CGIScript.net csChat-R-Box allows remote attackers to execute arbitrary Perl code via the setup parameter, which is processed by the Perl eval function.",cschatrbox cgi in cgiscript net cschat r box allows remote attackers to execute arbitrary perl code via the setup parameter which is processed by the perl eval function
CVE-2002-1753,"csNewsPro.cgi in CGIScript.net csNews Professional (csNewsPro) allows remote attackers to execute arbitrary Perl code via the setup parameter, which is processed by the Perl eval function.",csnewspro cgi in cgiscript net csnews professional csnewspro allows remote attackers to execute arbitrary perl code via the setup parameter which is processed by the perl eval function
CVE-2003-0395,"Ultimate PHP Board (UPB) 1.9 allows remote attackers to execute arbitrary PHP code with UPB administrator privileges via an HTTP request containing the code in the User-Agent header, which is executed when the administrator executes admin_iplog.php.",ultimate php board upb 1 9 allows remote attackers to execute arbitrary php code with upb administrator privileges via an http request containing the code in the user agent header which is executed when the administrator executes admin iplog php
CVE-2005-1527,"Eval injection vulnerability in awstats.pl in AWStats 6.4 and earlier, when a URLPlugin is enabled, allows remote attackers to execute arbitrary Perl code via the HTTP Referrer, which is used in a $url parameter that is inserted into an eval function call.",eval injection vulnerability in awstats pl in awstats 6 4 and earlier when a urlplugin is enabled allows remote attackers to execute arbitrary perl code via the http referrer which is used in a url parameter that is inserted into an eval function call
CVE-2005-1876,Direct code injection vulnerability in CuteNews 1.3.6 and earlier allows remote attackers with administrative privileges to execute arbitrary PHP code via certain inputs that are injected into a template (.tpl) file.,direct code injection vulnerability in cutenews 1 3 6 and earlier allows remote attackers with administrative privileges to execute arbitrary php code via certain inputs that are injected into a template tpl file
CVE-2005-1894,"Direct code injection vulnerability in FlatNuke 2.5.3 allows remote attackers to execute arbitrary PHP code by placing the code into the Referer header of an HTTP request, which causes the code to be injected into referer.php, which can then be accessed by the attacker.",direct code injection vulnerability in flatnuke 2 5 3 allows remote attackers to execute arbitrary php code by placing the code into the referer header of an http request which causes the code to be injected into referer php which can then be accessed by the attacker
CVE-2005-1921,"Eval injection vulnerability in PEAR XML_RPC 1.3.0 and earlier (aka XML-RPC or xmlrpc) and PHPXMLRPC (aka XML-RPC For PHP or php-xmlrpc) 1.1 and earlier, as used in products such as (1) WordPress, (2) Serendipity, (3) Drupal, (4) egroupware, (5) MailWatch, (6) TikiWiki, (7) phpWebSite, (8) Ampache, and others, allows remote attackers to execute arbitrary PHP code via an XML file, which is not properly sanitized before being used in an eval statement.",eval injection vulnerability in pear xml rpc 1 3 0 and earlier aka xml rpc or xmlrpc and phpxmlrpc aka xml rpc for php or php xmlrpc 1 1 and earlier as used in products such as 1 wordpress 2 serendipity 3 drupal 4 egroupware 5 mailwatch 6 tikiwiki 7 phpwebsite 8 ampache and others allows remote attackers to execute arbitrary php code via an xml file which is not properly sanitized before being used in an eval statement
CVE-2005-2498,"Eval injection vulnerability in PHPXMLRPC 1.1.1 and earlier (PEAR XML-RPC for PHP), as used in multiple products including (1) Drupal, (2) phpAdsNew, (3) phpPgAds, and (4) phpgroupware, allows remote attackers to execute arbitrary PHP code via certain nested XML tags in a PHP document that should not be nested, which are injected into an eval function call, a different vulnerability than CVE-2005-1921.",eval injection vulnerability in phpxmlrpc 1 1 1 and earlier pear xml rpc for php as used in multiple products including 1 drupal 2 phpadsnew 3 phppgads and 4 phpgroupware allows remote attackers to execute arbitrary php code via certain nested xml tags in a php document that should not be nested which are injected into an eval function call a different vulnerability than cve 2005 1921
CVE-2005-2837,"Multiple eval injection vulnerabilities in PlainBlack Software WebGUI before 6.7.3 allow remote attackers to execute arbitrary Perl code via (1) Help.pm, (2) International.pm, or (3) WebGUI.pm.",multiple eval injection vulnerabilities in plainblack software webgui before 6 7 3 allow remote attackers to execute arbitrary perl code via 1 help pm 2 international pm or 3 webgui pm
